,Marque,reseau,exploit,prix,écran
927,Xiaomi Mi 10 5G 128 Go Simple SIM Gris,['Android'],['Double SIM'],"['775,39 €']",['Réseau 5G']
928,Samsung Galaxy S20 5G 128 Go Double SIM Nuage rose,['Réseau 5G'],['Android'],"['716,99 €']","['Ecran 6.2""']"
929,Xiaomi Mi Note 10 Lite 128 Go Double SIM Noir,['Réseau 4G'],['Mémoire 128 Go / RAM 6 Go'],"['328,51 €']","['Ecran 6.47""']"
930,Samsung Galaxy Note20 Ultra 5G 512 Go Double SIM Noir mystique,['Réseau 5G'],['Android'],"['1 344,42 €']","['Ecran 6.9""']"
931,Samsung Galaxy Note20 Ultra 5G 512 Go Double SIM Noir mystique,['Réseau 5G'],['Android'],"['1 344,42 €']","['Ecran 6.9""']"
932,Samsung Galaxy Note20 5G 256 Go Double SIM Vert,['Réseau 5G'],['Mémoire 256 Go / RAM 8 Go'],"['678,88 €']","['Ecran 6.7""']"
933,Nokia N97 mini 8 Go Blanc,['Réseau 3G'],['Symbian OS 9.4 / Series 60 v5.0'],['69 €'],"['Ecran 3.2""']"
934,Apple iPhone 12 Bleu 256 Go,['Réseau 5G'],['iOS 14'],['1 108 €'],"['Ecran 6.1""']"
935,Apple iPhone 12 Blanc 256 Go,['Réseau 5G'],['iOS 14'],['1 029 €'],"['Ecran 6.1""']"
936,Samsung Galaxy A21s Double SIM 3/32 Go Blanc,['Réseau 4G'],['Mémoire 32 Go / RAM 3 Go'],"['181,04 €']","['Ecran 6.5""']"
937,Huawei P8 lite 2017 16 Go Blanc,['Réseau 4G'],['Mémoire 16 Go / RAM 3 Go'],['70 €'],"['Ecran 5.2""']"
938,Huawei P8 lite 2017 16 Go Blanc,['Réseau 4G'],['Mémoire 16 Go / RAM 3 Go'],['70 €'],"['Ecran 5.2""']"
939,Apple iPhone 12 Noir 256 Go,['Réseau 5G'],['iOS 14'],['1 108 €'],"['Ecran 6.1""']"
940,Samsung Galaxy Z Flip 5G 256 Go Double SIM Bronze mystique,['Réseau 5G'],['Mémoire 256 Go / RAM 8 Go'],"['1 412,99 €']","['Ecran 6.7""']"
941,Honor 9 Lite 32 Go Bleu saphir,['Réseau 4G'],['Mémoire 32 Go / RAM 3 Go'],"['304,64 €']","['Ecran 5.65""']"
942,Xiaomi MI 10T Lite 5G 128 Go Double SIM Rose / Or,['Réseau 5G'],['Mémoire 128 Go / RAM 6 Go'],['279 €'],"['Ecran 6.67""']"
943,Samsung Galaxy Core Prime 8 Go Gris,['Réseau 4G'],['Mémoire 8 Go / RAM 1 Go'],['129 €'],"['Ecran 4.5""']"
944,Samsung Galaxy Core Prime 8 Go Gris,['Réseau 4G'],['Mémoire 8 Go / RAM 1 Go'],['129 €'],"['Ecran 4.5""']"
945,Samsung Galaxy Core Prime 8 Go Gris,['Réseau 4G'],['Mémoire 8 Go / RAM 1 Go'],['129 €'],"['Ecran 4.5""']"
946,Apple iPhone 12 Rouge 256 Go,['Réseau 5G'],['iOS 14'],['950 €'],"['Ecran 6.1""']"
947,Samsung Galaxy S9 64 Go Rose violet,['Réseau 4G'],['Mémoire 64 Go / RAM 4 Go'],"['245,26 €']","['Ecran 5.8""']"
948,Alcatel 3C (5026D) 16 Go Double SIM Bleu métallique,['Réseau 3G'],['Mémoire 16 Go / RAM 1 Go'],"['108,55 €']","['Ecran 6""']"
949,"Remis à neuf Samsung GALAXY S5 G900 5,1 pouces 16MP 4 16G de base d'empreintes digitales Téléphone - Version AU",['Android'],NA,"['74,52 €']","['Ecran 5.1""']"
950,Xiaomi Redmi Note 8 Pro 128 Go (RAM 6 Go) Double SIM Gris,['Réseau 4G'],['Mémoire 128 Go / RAM 6 Go'],"['242,21 €']","['Ecran 6.53""']"
951,Samsung Galaxy S20 Ultra 5G 512 Go Double SIM Noir cosmique,['Réseau 5G'],['Mémoire 512 Go / RAM 16 Go'],['2 099 €'],"['Ecran 6.9""']"
952,Samsung Galaxy S20 Ultra 5G 512 Go Double SIM Noir cosmique,['Réseau 5G'],['Mémoire 512 Go / RAM 16 Go'],['2 099 €'],"['Ecran 6.9""']"
953,OPPO A5 2020 64 Go Double SIM Noir miroir,['Réseau 4G'],['Mémoire 64 Go / RAM 3 Go'],['169 €'],"['Ecran 6.5""']"
954,OPPO A5 2020 64 Go Double SIM Noir miroir,['Réseau 4G'],['Mémoire 64 Go / RAM 3 Go'],['169 €'],"['Ecran 6.5""']"
955,Apple iPhone 12 Pro Max Or 512 Go,['Réseau 5G'],['iOS 14'],"['1 688,88 €']","['Ecran 6.7""']"
956,Doro 2404 Double SIM Rouge,['Double SIM'],['Couleur Rouge'],"['51,89 €']","['Ecran 2.4""']"
957,Apple iPhone 3G 8 Go Noir,['Réseau 3G'],['iPhone OS 1'],['150 €'],"['Ecran 3.5""']"
958,Nokia 3410,['Single-SIM (SIM unique)'],['Couleur Bleu-blanc'],"['16,99 €']","['Ecran 3.7""']"
959,Samsung Galaxy Note10 Lite 128 Go Double SIM Rouge,['Réseau 4G'],['Mémoire 128 Go / RAM 6 Go'],"['415,43 €']","['Ecran 6.7""']"
960,OnePlus 6 128 Go Double SIM Noir miroir RAM 8 Go,['Réseau 4G'],['Mémoire 128 Go / RAM 8 Go'],['280 €'],"['Ecran 6.28""']"
961,Xiaomi MI 10 Lite 5G 128 Go Double SIM Bleu,['Réseau 5G'],['Mémoire 128 Go / RAM 6 Go'],"['342,39 €']","['Ecran 6.57""']"
962,Xiaomi MI 10 Pro 256 Go Gris,['Réseau 5G'],['Mémoire 256 Go / RAM 8 Go'],"['958,99 €']","['Ecran 6.67""']"
963,ASUS ZenFone 7 Pro 256 Go Double SIM Noir,['Réseau 5G'],['Mémoire 256 Go / RAM 8 Go'],"['737,20 €']","['Ecran 6.67""']"
964,Samsung Galaxy S10e Dual SIM 128 Go Bleu prisme,['Android'],['Double SIM'],"['373,99 €']",['Mémoire 128 Go / RAM 6 Go']
965,Google Pixel 5 128 Go Noir,['Réseau 5G'],['Mémoire 128 Go / RAM 8 Go'],"['691,74 €']","['Ecran 5""']"
966,Xiaomi MI 9T 128 Go Double SIM Rouge flamme,['Réseau 4G'],['Mémoire 128 Go / RAM 6 Go'],"['318,40 €']","['Ecran 6.39""']"
967,APPLE Iphone Xr 64Go Blanc,['iOS'],['Single-SIM (SIM unique)'],"['405,99 €']","['Ecran 4""']"
